NC,Bezeichnung,NUF,bezeichnung_no_special_ch,concat_text
111,wohnräume,NUF_1,wohnraume,wohnräume | wohnraume
78334,duschraum mit rlt 1,NUF_7,duschraum mit rlt 1,duschraum mit rlt 1 | duschraum mit rlt 1
78341,badezimmer in wohnungen,NUF_7,badezimmer in wohnungen,badezimmer in wohnungen | badezimmer in wohnungen
78342,badezimmer in wohnungen mit rlt 1,NUF_7,badezimmer in wohnungen mit rlt 1,badezimmer in wohnungen mit rlt 1 | badezimmer in wohnungen mit rlt 1
784,reinigungsschleusen,NUF_7,reinigungsschleusen,reinigungsschleusen | reinigungsschleusen
78411,zwangsdusche mit rlt 1,NUF_7,zwangsdusche mit rlt 1,zwangsdusche mit rlt 1 | zwangsdusche mit rlt 1
78412,"zwangsdusche im strahlengeschützten, hygienisch abgeschlossenen bereich und rlt 2",NUF_7,"zwangsdusche im strahlengeschutzten, hygienisch abgeschlossenen bereich und rlt 2","zwangsdusche im strahlengeschützten, hygienisch abgeschlossenen bereich und rlt 2 | zwangsdusche im strahlengeschutzten, hygienisch abgeschlossenen bereich und rlt 2"
785,putzräume,NUF_7,putzraume,putzräume | putzraume
78511,putzraum mit ausguß,NUF_7,putzraum mit ausguss,putzraum mit ausguß | putzraum mit ausguss
78512,putzraum mit ausguß und rlt 1,NUF_7,putzraum mit ausguss und rlt 1,putzraum mit ausguß und rlt 1 | putzraum mit ausguss und rlt 1
78513,"putzraum mit ausguß, bes. hygienischen anf. und rlt 1",NUF_7,"putzraum mit ausguss, bes. hygienischen anf. und rlt 1","putzraum mit ausguß, bes. hygienischen anf. und rlt 1 | putzraum mit ausguss, bes. hygienischen anf. und rlt 1"
78514,"putzraum mit ausguß, raumklasse ii im op-bereich",NUF_7,"putzraum mit ausguss, raumklasse ii im op-bereich","putzraum mit ausguß, raumklasse ii im op-bereich | putzraum mit ausguss, raumklasse ii im op-bereich"
791,umkleideräume,NUF_7,umkleideraume,umkleideräume | umkleideraume
79111,einzelumkleideraum,NUF_7,einzelumkleideraum,einzelumkleideraum | einzelumkleideraum
79112,einzelumkleideraum mit waschbecken,NUF_7,einzelumkleideraum mit waschbecken,einzelumkleideraum mit waschbecken | einzelumkleideraum mit waschbecken
79113,einzelumkleideraum mit rlt1,NUF_7,einzelumkleideraum mit rlt1,einzelumkleideraum mit rlt1 | einzelumkleideraum mit rlt1
79114,einzelumkleideraum mit waschbecken und rlt1,NUF_7,einzelumkleideraum mit waschbecken und rlt1,einzelumkleideraum mit waschbecken und rlt1 | einzelumkleideraum mit waschbecken und rlt1
79115,patientenumkleide u+b-raum mit rlt1,NUF_7,patientenumkleide u+b-raum mit rlt1,patientenumkleide u+b-raum mit rlt1 | patientenumkleide u+b-raum mit rlt1
79121,gruppenumkleideraum,NUF_7,gruppenumkleideraum,gruppenumkleideraum | gruppenumkleideraum
79122,gruppenumkleideraum mit waschtisch und rlt 1,NUF_7,gruppenumkleideraum mit waschtisch und rlt 1,gruppenumkleideraum mit waschtisch und rlt 1 | gruppenumkleideraum mit waschtisch und rlt 1
792,umkleideschleusen,NUF_7,umkleideschleusen,umkleideschleusen | umkleideschleusen
79211,umkleideschleuse,NUF_7,umkleideschleuse,umkleideschleuse | umkleideschleuse
79212,umkleideschleuse mit waschtisch,NUF_7,umkleideschleuse mit waschtisch,umkleideschleuse mit waschtisch | umkleideschleuse mit waschtisch
79213,umkleideschleuse mit waschtisch und rlt 1,NUF_7,umkleideschleuse mit waschtisch und rlt 1,umkleideschleuse mit waschtisch und rlt 1 | umkleideschleuse mit waschtisch und rlt 1
79221,"umkleideschleuse im op-bereich, raumklasse ii",NUF_7,"umkleideschleuse im op-bereich, raumklasse ii","umkleideschleuse im op-bereich, raumklasse ii | umkleideschleuse im op-bereich, raumklasse ii"
79231,personalschleuse mit hygienischen anf. und rlt 1,NUF_7,personalschleuse mit hygienischen anf. und rlt 1,personalschleuse mit hygienischen anf. und rlt 1 | personalschleuse mit hygienischen anf. und rlt 1
79242,personalschleuse im strahlengeschützten bereich mit dekontaminationsdusche und rlt 1,NUF_7,personalschleuse im strahlengeschutzten bereich mit dekontaminationsdusche und rlt 1,personalschleuse im strahlengeschützten bereich mit dekontaminationsdusche und rlt 1 | personalschleuse im strahlengeschutzten bereich mit dekontaminationsdusche und rlt 1
79243,"personalschleuse m. bes. baukonstr., hygien., rlt-anforderungen u. strahlenschutz",NUF_7,"personalschleuse m. bes. baukonstr., hygien., rlt-anforderungen u. strahlenschutz","personalschleuse m. bes. baukonstr., hygien., rlt-anforderungen u. strahlenschutz | personalschleuse m. bes. baukonstr., hygien., rlt-anforderungen u. strahlenschutz"
793,garderoben,NUF_7,garderoben,garderoben | garderoben
79311,garderobe,NUF_7,garderobe,garderobe | garderobe
79312,garderobe mit rlt 1,NUF_7,garderobe mit rlt 1,garderobe mit rlt 1 | garderobe mit rlt 1
79321,künstlergarderobe,NUF_7,kunstlergarderobe,künstlergarderobe | kunstlergarderobe
79322,künstlergarderobe mit waschtisch und rlt 1,NUF_7,kunstlergarderobe mit waschtisch und rlt 1,künstlergarderobe mit waschtisch und rlt 1 | kunstlergarderobe mit waschtisch und rlt 1
794,schrankräume in wohngebäuden,NUF_7,schrankraume in wohngebauden,schrankräume in wohngebäuden | schrankraume in wohngebauden
79411,schrankraum,NUF_7,schrankraum,schrankraum | schrankraum
79412,schrankraum mit rlt 1,NUF_7,schrankraum mit rlt 1,schrankraum mit rlt 1 | schrankraum mit rlt 1
811,räume für abwasseraufbereitung und -beseitigung,NUF_8,raume fur abwasseraufbereitung und -beseitigung,räume für abwasseraufbereitung und -beseitigung | raume fur abwasseraufbereitung und -beseitigung
81111,raum für abwasserhebeanlage,NUF_8,raum fur abwasserhebeanlage,raum für abwasserhebeanlage | raum fur abwasserhebeanlage
81121,raum für abwasseraufbereitung und neutralisation mit rlt 1,NUF_8,raum fur abwasseraufbereitung und neutralisation mit rlt 1,raum für abwasseraufbereitung und neutralisation mit rlt 1 | raum fur abwasseraufbereitung und neutralisation mit rlt 1
819,referenzraum abwasseraufbereitung und -beseitigung,NUF_8,referenzraum abwasseraufbereitung und -beseitigung,referenzraum abwasseraufbereitung und -beseitigung | referenzraum abwasseraufbereitung und -beseitigung
81911,referenzraum für abwasseraufbereitung und -beseitigung,NUF_8,referenzraum fur abwasseraufbereitung und -beseitigung,referenzraum für abwasseraufbereitung und -beseitigung | referenzraum fur abwasseraufbereitung und -beseitigung
821,räume für wasserversorgung,NUF_8,raume fur wasserversorgung,räume für wasserversorgung | raume fur wasserversorgung
82111,raum für wasserversorgung,NUF_8,raum fur wasserversorgung,raum für wasserversorgung | raum fur wasserversorgung
82121,raum für wasseraufbereitung,NUF_8,raum fur wasseraufbereitung,raum für wasseraufbereitung | raum fur wasseraufbereitung
829,referenzraum wasserversorgung,NUF_8,referenzraum wasserversorgung,referenzraum wasserversorgung | referenzraum wasserversorgung
82911,referenzraum wasserversorgung,NUF_8,referenzraum wasserversorgung,referenzraum wasserversorgung | referenzraum wasserversorgung
831,räume für heizung und brauchwassererwärmung,NUF_8,raume fur heizung und brauchwassererwarmung,räume für heizung und brauchwassererwärmung | raume fur heizung und brauchwassererwarmung
83111,raum für heizung und brauchwassererwärmung,NUF_8,raum fur heizung und brauchwassererwarmung,raum für heizung und brauchwassererwärmung | raum fur heizung und brauchwassererwarmung
83121,lagerraum für heizbrennstoffe fest,NUF_8,lagerraum fur heizbrennstoffe fest,lagerraum für heizbrennstoffe fest | lagerraum fur heizbrennstoffe fest
83122,lagerraum für heizbrennstoffe flüssig,NUF_8,lagerraum fur heizbrennstoffe flussig,lagerraum für heizbrennstoffe flüssig | lagerraum fur heizbrennstoffe flussig
83123,lagerraum für heizbrennstoffe gasförmig,NUF_8,lagerraum fur heizbrennstoffe gasformig,lagerraum für heizbrennstoffe gasförmig | lagerraum fur heizbrennstoffe gasformig
839,referenzraum heizung und brauchwassererwärmung,NUF_8,referenzraum heizung und brauchwassererwarmung,referenzraum heizung und brauchwassererwärmung | referenzraum heizung und brauchwassererwarmung
83911,referenzraum heizung und brauchwassererwärmung,NUF_8,referenzraum heizung und brauchwassererwarmung,referenzraum heizung und brauchwassererwärmung | referenzraum heizung und brauchwassererwarmung
841,gase und flüssigkeiten (ausser für heizzwecke),NUF_8,gase und flussigkeiten (ausser fur heizzwecke),gase und flüssigkeiten (ausser für heizzwecke) | gase und flussigkeiten (ausser fur heizzwecke)
84111,schwarzdampf-erzeugung,NUF_8,schwarzdampf-erzeugung,schwarzdampf-erzeugung | schwarzdampf-erzeugung
84112,reindampf-erzeugung,NUF_8,reindampf-erzeugung,reindampf-erzeugung | reindampf-erzeugung
84121,versorgungsraum gase,NUF_8,versorgungsraum gase,versorgungsraum gase | versorgungsraum gase
84122,versorgungsraum flüssigkeiten,NUF_8,versorgungsraum flussigkeiten,versorgungsraum flüssigkeiten | versorgungsraum flussigkeiten
84123,versorgungsraum druckluft,NUF_8,versorgungsraum druckluft,versorgungsraum druckluft | versorgungsraum druckluft
849,referenzraum gase und flüssigkeiten,NUF_8,referenzraum gase und flussigkeiten,referenzraum gase und flüssigkeiten | referenzraum gase und flussigkeiten
84911,referenzraum gase und flüssigkeiten,NUF_8,referenzraum gase und flussigkeiten,referenzraum gase und flüssigkeiten | referenzraum gase und flussigkeiten
851,räume für elektrische stromversorgung,NUF_8,raume fur elektrische stromversorgung,räume für elektrische stromversorgung | raume fur elektrische stromversorgung
85111,elektrische stromversorgung,NUF_8,elektrische stromversorgung,elektrische stromversorgung | elektrische stromversorgung
85121,notstromversorgung,NUF_8,notstromversorgung,notstromversorgung | notstromversorgung
85122,raum für dieselaggregat,NUF_8,raum fur dieselaggregat,raum für dieselaggregat | raum fur dieselaggregat
85123,batterieraum,NUF_8,batterieraum,batterieraum | batterieraum
859,referenzraum elektrische stromversorgung,NUF_8,referenzraum elektrische stromversorgung,referenzraum elektrische stromversorgung | referenzraum elektrische stromversorgung
85911,referenzraum elektrische stromversorgung,NUF_8,referenzraum elektrische stromversorgung,referenzraum elektrische stromversorgung | referenzraum elektrische stromversorgung
861,räume für fernmeldetechnik,NUF_8,raume fur fernmeldetechnik,räume für fernmeldetechnik | raume fur fernmeldetechnik
86111,fernmeldetechnik,NUF_8,fernmeldetechnik,fernmeldetechnik | fernmeldetechnik
86112,dv-verteilerraum,NUF_8,dv-verteilerraum,dv-verteilerraum | dv-verteilerraum
86121,gebäudeleittechnik (glt),NUF_8,gebaudeleittechnik (glt),gebäudeleittechnik (glt) | gebaudeleittechnik (glt)
86122,"meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.)",NUF_8,"meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.)","meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.) | meldeanlageraum (brandmeldeanlage, einbruchmeldeanlage, etc.)"
869,referenzraum fernmelde- und gebäudeleittechnik,NUF_8,referenzraum fernmelde- und gebaudeleittechnik,referenzraum fernmelde- und gebäudeleittechnik | referenzraum fernmelde- und gebaudeleittechnik
86911,referenzraum fernmelde- und gebäudeleittechnik,NUF_8,referenzraum fernmelde- und gebaudeleittechnik,referenzraum fernmelde- und gebäudeleittechnik | referenzraum fernmelde- und gebaudeleittechnik
871,raumlufttechnische anlagen,NUF_8,raumlufttechnische anlagen,raumlufttechnische anlagen | raumlufttechnische anlagen
87111,versorgungsraum luft ohne kälte,NUF_8,versorgungsraum luft ohne kalte,versorgungsraum luft ohne kälte | versorgungsraum luft ohne kalte
87112,versorgungsraum luft u. kälte,NUF_8,versorgungsraum luft u. kalte,versorgungsraum luft u. kälte | versorgungsraum luft u. kalte
879,referenzraum raumlufttechnik,NUF_8,referenzraum raumlufttechnik,referenzraum raumlufttechnik | referenzraum raumlufttechnik
87911,referenzraum raumlufttechnik,NUF_8,referenzraum raumlufttechnik,referenzraum raumlufttechnik | referenzraum raumlufttechnik
881,aufzug- und förderanlagen,NUF_8,aufzug- und forderanlagen,aufzug- und förderanlagen | aufzug- und forderanlagen
88111,maschinenraum für aufzuganlagen,NUF_8,maschinenraum fur aufzuganlagen,maschinenraum für aufzuganlagen | maschinenraum fur aufzuganlagen
88121,maschinenraum für förderanlagen,NUF_8,maschinenraum fur forderanlagen,maschinenraum für förderanlagen | maschinenraum fur forderanlagen
889,referenzraum aufzug- und förderanlagen,NUF_8,referenzraum aufzug- und forderanlagen,referenzraum aufzug- und förderanlagen | referenzraum aufzug- und forderanlagen
88911,referenzraum aufzug- und förderanlagen,NUF_8,referenzraum aufzug- und forderanlagen,referenzraum aufzug- und förderanlagen | referenzraum aufzug- und forderanlagen
891,räume für sonstige betriebs. anlagen,NUF_8,raume fur sonstige betriebs. anlagen,räume für sonstige betriebs. anlagen | raume fur sonstige betriebs. anlagen
89111,hausanschlußraum,NUF_8,hausanschlussraum,hausanschlußraum | hausanschlussraum
89121,installationsraum,NUF_8,installationsraum,installationsraum | installationsraum
89131,abfallverbrennungsraum,NUF_8,abfallverbrennungsraum,abfallverbrennungsraum | abfallverbrennungsraum
89141,sonstiger zentraler ver- u. entsorgungsraum,NUF_8,sonstiger zentraler ver- u. entsorgungsraum,sonstiger zentraler ver- u. entsorgungsraum | sonstiger zentraler ver- u. entsorgungsraum
892,"schächte, kanäle, flächen",NUF_8,"schachte, kanale, flachen","schächte, kanäle, flächen | schachte, kanale, flachen"
89211,installationsschacht,NUF_8,installationsschacht,installationsschacht | installationsschacht
89221,installationskanal,NUF_8,installationskanal,installationskanal | installationskanal
89231,wartungsfläche,NUF_8,wartungsflache,wartungsfläche | wartungsflache
899,referenzraum sonstige betriebs. anlagen,NUF_8,referenzraum sonstige betriebs. anlagen,referenzraum sonstige betriebs. anlagen | referenzraum sonstige betriebs. anlagen
89911,referenzraum sonstige betriebs. anlagen,NUF_8,referenzraum sonstige betriebs. anlagen,referenzraum sonstige betriebs. anlagen | referenzraum sonstige betriebs. anlagen
911,flure,NUF_9,flure,flure | flure
91111,flur,NUF_9,flur,flur | flur
91112,flur mit rlt 1,NUF_9,flur mit rlt 1,flur mit rlt 1 | flur mit rlt 1
91113,flur in wohnungen,NUF_9,flur in wohnungen,flur in wohnungen | flur in wohnungen
91114,vorraum,NUF_9,vorraum,vorraum | vorraum
91115,verbindungssteg,NUF_9,verbindungssteg,verbindungssteg | verbindungssteg
91121,"flur im klinikbereich, raumklasse ii",NUF_9,"flur im klinikbereich, raumklasse ii","flur im klinikbereich, raumklasse ii | flur im klinikbereich, raumklasse ii"
91122,flur im laborbereich ab s3,NUF_9,flur im laborbereich ab s3,flur im laborbereich ab s3 | flur im laborbereich ab s3
91123,"flur in tierhaltung, hochinstalliert",NUF_9,"flur in tierhaltung, hochinstalliert","flur in tierhaltung, hochinstalliert | flur in tierhaltung, hochinstalliert"
91131,flur als fluchtweg,NUF_9,flur als fluchtweg,flur als fluchtweg | flur als fluchtweg
91132,fluchtbalkon,NUF_9,fluchtbalkon,fluchtbalkon | fluchtbalkon
912,schleusen,NUF_9,schleusen,schleusen | schleusen
91211,windfang,NUF_9,windfang,windfang | windfang
91212,schleuse (durchgang),NUF_9,schleuse (durchgang),schleuse (durchgang) | schleuse (durchgang)
91221,schleuse tierhaltung spezifiziertpathogenfrei,NUF_9,schleuse tierhaltung spezifiziertpathogenfrei,schleuse tierhaltung spezifiziertpathogenfrei | schleuse tierhaltung spezifiziertpathogenfrei
91222,schleuse mit sicherheitsanforderungen s3,NUF_9,schleuse mit sicherheitsanforderungen s3,schleuse mit sicherheitsanforderungen s3 | schleuse mit sicherheitsanforderungen s3
91223,schleuse mit sicherheitsanforderungen strahlenschutz,NUF_9,schleuse mit sicherheitsanforderungen strahlenschutz,schleuse mit sicherheitsanforderungen strahlenschutz | schleuse mit sicherheitsanforderungen strahlenschutz
91224,schleuse mit vereinzelungsanlage,NUF_9,schleuse mit vereinzelungsanlage,schleuse mit vereinzelungsanlage | schleuse mit vereinzelungsanlage
913,hallen,NUF_9,hallen,hallen | hallen
91311,eingangshalle,NUF_9,eingangshalle,eingangshalle | eingangshalle
919,referenzraum flure und hallen,NUF_9,referenzraum flure und hallen,referenzraum flure und hallen | referenzraum flure und hallen
91911,referenzraum flure und hallen,NUF_9,referenzraum flure und hallen,referenzraum flure und hallen | referenzraum flure und hallen
921,treppenraum,NUF_9,treppenraum,treppenraum | treppenraum
92111,"treppenraum, -lauf, rampe",NUF_9,"treppenraum, -lauf, rampe","treppenraum, -lauf, rampe | treppenraum, -lauf, rampe"
92112,"treppenraum, -lauf, rampe mit rlt 1",NUF_9,"treppenraum, -lauf, rampe mit rlt 1","treppenraum, -lauf, rampe mit rlt 1 | treppenraum, -lauf, rampe mit rlt 1"
92114,treppe in wohnungen,NUF_9,treppe in wohnungen,treppe in wohnungen | treppe in wohnungen
92121,sicherheitstreppenraum,NUF_9,sicherheitstreppenraum,sicherheitstreppenraum | sicherheitstreppenraum
92122,übungstreppenhaus igt (integrationstraining),NUF_9,ubungstreppenhaus igt (integrationstraining),übungstreppenhaus igt (integrationstraining) | ubungstreppenhaus igt (integrationstraining)
92131,"fluchttreppenraum, -lauf",NUF_9,"fluchttreppenraum, -lauf","fluchttreppenraum, -lauf | fluchttreppenraum, -lauf"
92132,fluchtrampe als zweiter rettungswegweg,NUF_9,fluchtrampe als zweiter rettungswegweg,fluchtrampe als zweiter rettungswegweg | fluchtrampe als zweiter rettungswegweg
922,rollsteige,NUF_9,rollsteige,rollsteige | rollsteige
92211,"rolltreppe, -rampe",NUF_9,"rolltreppe, -rampe","rolltreppe, -rampe | rolltreppe, -rampe"
929,referenzraum treppe,NUF_9,referenzraum treppe,referenzraum treppe | referenzraum treppe
92911,referenzraum treppe,NUF_9,referenzraum treppe,referenzraum treppe | referenzraum treppe
931,aufzug-/ abwurfschächte,NUF_9,aufzug-/ abwurfschachte,aufzug-/ abwurfschächte | aufzug-/ abwurfschachte
93111,schacht für personenaufzug,NUF_9,schacht fur personenaufzug,schacht für personenaufzug | schacht fur personenaufzug
93121,schacht mit lieferaufzug,NUF_9,schacht mit lieferaufzug,schacht mit lieferaufzug | schacht mit lieferaufzug
93122,schacht mit materialaufzug,NUF_9,schacht mit materialaufzug,schacht mit materialaufzug | schacht mit materialaufzug
93123,schacht für rohrpost,NUF_9,schacht fur rohrpost,schacht für rohrpost | schacht fur rohrpost
93124,schacht für allgemeinen warentransport (awt),NUF_9,schacht fur allgemeinen warentransport (awt),schacht für allgemeinen warentransport (awt) | schacht fur allgemeinen warentransport (awt)
93125,tunnel für materialförderanlagen (awt),NUF_9,tunnel fur materialforderanlagen (awt),tunnel für materialförderanlagen (awt) | tunnel fur materialforderanlagen (awt)
93131,abwurfschacht,NUF_9,abwurfschacht,abwurfschacht | abwurfschacht
939,referenz schächte für förderanlagen,NUF_9,referenz schachte fur forderanlagen,referenz schächte für förderanlagen | referenz schachte fur forderanlagen
93911,referenz schächte für förderanlagen,NUF_9,referenz schachte fur forderanlagen,referenz schächte für förderanlagen | referenz schachte fur forderanlagen
941,durchfahrten,NUF_9,durchfahrten,durchfahrten | durchfahrten
94111,fahrzeugverkehrsfläche horizontal,NUF_9,fahrzeugverkehrsflache horizontal,fahrzeugverkehrsfläche horizontal | fahrzeugverkehrsflache horizontal
94112,fahrzeugverkehrsfläche horizontal mit rlt 1,NUF_9,fahrzeugverkehrsflache horizontal mit rlt 1,fahrzeugverkehrsfläche horizontal mit rlt 1 | fahrzeugverkehrsflache horizontal mit rlt 1
94121,fahrzeugverkehrsfläche geneigt (rampe),NUF_9,fahrzeugverkehrsflache geneigt (rampe),fahrzeugverkehrsfläche geneigt (rampe) | fahrzeugverkehrsflache geneigt (rampe)
94122,fahrzeugverkehrsfläche geneigt (rampe) mit rlt 1,NUF_9,fahrzeugverkehrsflache geneigt (rampe) mit rlt 1,fahrzeugverkehrsfläche geneigt (rampe) mit rlt 1 | fahrzeugverkehrsflache geneigt (rampe) mit rlt 1
949,referenz fahrzeugverkehrsflächen,NUF_9,referenz fahrzeugverkehrsflachen,referenz fahrzeugverkehrsflächen | referenz fahrzeugverkehrsflachen
94911,referenz fahrzeugverkehrsflächen,NUF_9,referenz fahrzeugverkehrsflachen,referenz fahrzeugverkehrsflächen | referenz fahrzeugverkehrsflachen
